Entity,Code,Year,"Meat of cattle with the bone, fresh or chilled | 00000867 || Producing or slaughtered animals | 005320 || animals","Meat, goat | 00001017 || Producing or slaughtered animals | 005320 || animals","Meat, chicken | 00001058 || Producing or slaughtered animals | 005321 || animals","Meat, turkey | 00001080 || Producing or slaughtered animals | 005321 || animals","Meat, pig | 00001035 || Producing or slaughtered animals | 005320 || animals","Meat, lamb and mutton | 00000977 || Producing or slaughtered animals | 005320 || animals","Meat, duck | 00001069 || Producing or slaughtered animals | 005321 || animals"
Angola,AGO,1969,231000,222000,5438000,,180000,36870,
Angola,AGO,1970,255000,231086,6414000,,180000,39889,
Angola,AGO,1971,277000,246300,6750000,,190000,42857,
Angola,AGO,1972,285000,270000,6900000,,196000,45107,
Angola,AGO,1973,294000,285000,7050000,,207000,46750,
Angola,AGO,1974,294000,300000,7150000,,220000,48350,
Angola,AGO,1975,359000,315000,7200000,,230000,49000,
Angola,AGO,1976,280000,330000,7250000,,245000,49500,
Angola,AGO,1977,285000,345000,7300000,,260000,50000,
Angola,AGO,1978,296000,360000,7350000,,275000,50500,
Angola,AGO,1979,300000,375000,7400000,,315000,51000,
Angola,AGO,1980,318000,380000,7450000,,330000,51500,
Angola,AGO,1981,330000,390000,7500000,,340000,52000,
Angola,AGO,1982,336000,400000,7550000,,355000,52500,
Angola,AGO,1983,340000,405000,7600000,,370000,53000,
Angola,AGO,1984,350000,415000,7650000,,385000,53500,
Angola,AGO,1985,360000,420000,7660000,,400000,54000,
Angola,AGO,1986,390000,426000,7700000,,412000,54500,
Angola,AGO,1987,390000,435000,7750000,,420000,55000,
Angola,AGO,1988,400000,450000,7800000,,423000,55500,
Angola,AGO,1989,400000,465000,7850000,,440000,55000,
Angola,AGO,1990,400000,450000,7900000,,440000,55000,
Angola,AGO,1991,410000,450000,7950000,,442000,55000,
Angola,AGO,1992,384000,465000,8000000,,445000,57000,
Angola,AGO,1993,372000,450000,8100000,,440000,56000,
Angola,AGO,1994,360000,435000,8100000,,435000,55000,
Angola,AGO,1995,360000,438000,8150000,,440000,55000,
Angola,AGO,1996,400000,477000,8200000,,445000,60000,
Angola,AGO,1997,427000,516000,8250000,,450000,64000,
Angola,AGO,1998,470000,558000,8300000,,445000,70000,
Angola,AGO,1999,470000,600000,8400000,,440000,77000,
Angola,AGO,2000,481000,645000,8600000,,440000,85000,
Angola,AGO,2001,492000,750000,8750000,,460000,112500,
Angola,AGO,2002,498000,825000,8900000,,525000,137500,
Angola,AGO,2003,498000,900000,9000000,,550000,162000,
Angola,AGO,2004,425000,930000,9200000,,605000,187500,
Angola,AGO,2005,498000,1000000,8800000,,614000,215000,
Angola,AGO,2006,498000,1050000,10000000,,686000,220000,
Angola,AGO,2007,540000,1060000,12000000,,766000,226000,
Angola,AGO,2008,570000,1090000,14600000,,855000,233000,
Angola,AGO,2009,575000,1120000,17400000,,953000,240000,
Angola,AGO,2010,580000,1150000,21200000,,1070000,245000,
Angola,AGO,2011,590000,1185000,24500000,,1180000,252000,
Angola,AGO,2012,600000,1200000,28500000,,1300000,257000,
Angola,AGO,2013,620000,1250000,33200000,,1440000,265000,
Angola,AGO,2014,613904,1270654,38929000,,1588639,273799,
Angola,AGO,2015,611633,1285675,43921000,,1734549,281474,
Angola,AGO,2016,621313,1304235,43909000,,1588519,286841,
Angola,AGO,2017,637792,1222803,44956000,,1598332,280153,
Angola,AGO,2018,609134,1257948,46085000,,1582821,275444,
Angola,AGO,2019,635458,1296445,46667000,,1682092,284519,
Angola,AGO,2020,636646,1309324,49489000,,1736464,288990,
Angola,AGO,2021,642344,1324476,53015000,,1838298,293468,
Angola,AGO,2022,648044,1295272,57031000,,1956429,300383,
Antigua and Barbuda,ATG,1961,1380,2000,50000,,940,1500,
Antigua and Barbuda,ATG,1962,897,2100,66000,,950,1600,
Antigua and Barbuda,ATG,1963,1087,2000,68000,,960,1500,
Antigua and Barbuda,ATG,1964,1431,2100,69000,,1000,1500,
Antigua and Barbuda,ATG,1965,1217,2100,68000,,1050,1450,
Antigua and Barbuda,ATG,1966,1307,2050,69000,,1080,1700,
Antigua and Barbuda,ATG,1967,879,2100,70000,,1200,1800,
Antigua and Barbuda,ATG,1968,758,2100,72000,,1400,1850,
Antigua and Barbuda,ATG,1969,947,2050,75000,,1500,1900,
Antigua and Barbuda,ATG,1970,968,2050,80000,,1600,2000,
Antigua and Barbuda,ATG,1971,1688,2200,81000,,1882,2100,
Antigua and Barbuda,ATG,1972,1573,2000,84000,,1641,2200,
Antigua and Barbuda,ATG,1973,1528,2100,87000,,1683,2400,
Antigua and Barbuda,ATG,1974,1403,2300,90000,,852,2500,
Antigua and Barbuda,ATG,1975,826,2300,91000,,595,2500,
Antigua and Barbuda,ATG,1976,1039,2200,93000,,660,2300,
Antigua and Barbuda,ATG,1977,1374,2600,110000,,1200,2300,
Antigua and Barbuda,ATG,1978,2356,2600,100000,,1388,2200,
Antigua and Barbuda,ATG,1979,2508,3200,100000,,1629,2400,
Antigua and Barbuda,ATG,1980,2951,3600,100000,,1711,2700,
Antigua and Barbuda,ATG,1981,2276,3600,102000,,1052,2700,
Antigua and Barbuda,ATG,1982,2181,3600,110000,,1113,2750,
Antigua and Barbuda,ATG,1983,2685,3600,115000,,1333,2800,
Antigua and Barbuda,ATG,1984,2308,3600,108000,,1467,2800,
Antigua and Barbuda,ATG,1985,3189,3600,130000,,1546,2900,
Antigua and Barbuda,ATG,1986,3200,3900,140000,,1550,2900,
Antigua and Barbuda,ATG,1987,3200,3900,140000,,1600,3000,
Antigua and Barbuda,ATG,1988,3200,3900,140000,,1700,2800,
Antigua and Barbuda,ATG,1989,2500,3800,140000,,1400,2800,
Antigua and Barbuda,ATG,1990,2800,3900,150000,,1500,2800,
Antigua and Barbuda,ATG,1991,2900,3900,160000,,1500,2900,
Antigua and Barbuda,ATG,1992,2900,3900,170000,,1550,2900,
Antigua and Barbuda,ATG,1993,2900,4600,175000,,1550,2900,
Antigua and Barbuda,ATG,1994,2900,5600,175000,,1550,2900,
Antigua and Barbuda,ATG,1995,2800,6800,180000,,1600,3100,
Antigua and Barbuda,ATG,1996,2700,7700,180000,,1950,3300,
Antigua and Barbuda,ATG,1997,2600,8700,200000,,2250,3500,
Antigua and Barbuda,ATG,1998,2500,9300,200000,,2600,3700,
Antigua and Barbuda,ATG,1999,2550,9900,220000,,2900,3800,
Antigua and Barbuda,ATG,2000,2500,10500,220000,,3250,3925,
Antigua and Barbuda,ATG,2001,2650,10700,240000,,3400,3950,
Antigua and Barbuda,ATG,2002,2700,10800,240000,,3450,4050,
Antigua and Barbuda,ATG,2003,2750,10950,260000,,3575,4100,
Antigua and Barbuda,ATG,2004,2800,11100,260000,,3700,4180,
Antigua and Barbuda,ATG,2005,2800,11100,280000,,3700,4580,
Antigua and Barbuda,ATG,2006,2800,11500,280000,,3270,5000,
Antigua and Barbuda,ATG,2007,2800,12000,300000,,2730,6000,
Antigua and Barbuda,ATG,2008,3000,8000,300000,,2360,6400,
Antigua and Barbuda,ATG,2009,3000,6000,200000,,1820,6200,
Antigua and Barbuda,ATG,2010,793,1000,150000,,2232,1583,
Antigua and Barbuda,ATG,2011,814,3400,80000,,1363,1667,
Antigua and Barbuda,ATG,2012,836,167,67000,,1218,1833,
Antigua and Barbuda,ATG,2013,852,1400,35000,,1270,1080,
Antigua and Barbuda,ATG,2014,795,2421,13000,,1332,1232,
Antigua and Barbuda,ATG,2015,791,1667,32000,,1319,1132,
Antigua and Barbuda,ATG,2016,800,1219,21000,,1277,804,
Antigua and Barbuda,ATG,2017,800,940,20000,,1316,727,
Antigua and Barbuda,ATG,2018,500,161,24000,,1293,232,
Antigua and Barbuda,ATG,2019,376,170,22000,,1280,249,
Antigua and Barbuda,ATG,2020,418,198,13000,,1205,274,
Antigua and Barbuda,ATG,2021,358,181,28000,,970,241,
Antigua and Barbuda,ATG,2022,394,165,74000,,1079,228,
Argentina,ARG,1961,10212265,1600000,23523000,560000,2392743,9378598,1440000
Argentina,ARG,1962,11790463,1500000,27702000,600000,1994706,9539547,1560000
Argentina,ARG,1963,12926462,1500000,34182000,656000,1950030,8486396,1680000
Argentina,ARG,1964,9367585,1500000,48997000,696000,1932311,7539786,1938000
Argentina,ARG,1965,9133873,1530000,78997000,736000,2595832,9265011,2063000
Argentina,ARG,1966,11075842,1560000,68992000,1275000,2903494,10642193,2213000
Argentina,ARG,1967,12520489,1580000,73992000,770000,2861996,11656210,1820000
Argentina,ARG,1968,12801959,1590000,80980000,900000,2296851,11664827,2055000
Argentina,ARG,1969,13820850,1600000,86005000,900000,2506083,10933806,2025000
Argentina,ARG,1970,12924548,1610000,112715000,950000,2536431,9898088,1920000
Argentina,ARG,1971,9467709,1626000,128800000,1100000,3023957,9682965,1710000
Argentina,ARG,1972,10010143,1638000,124000000,1200000,2708260,7280662,1510000
Argentina,ARG,1973,9817888,1650000,124300000,1300000,3154675,7144727,1450000
Argentina,ARG,1974,10114882,1374000,182506000,1500000,2983476,7230644,1590000
Argentina,ARG,1975,12146005,1200000,175800000,1400000,3104495,8106995,1500000
Argentina,ARG,1976,13868049,1200000,169000000,1200000,3112106,8098267,1000000
Argentina,ARG,1977,14748142,1050000,165500000,1100000,2767771,8295081,1100000
Argentina,ARG,1978,16250210,960000,170000000,1200000,2420612,7941068,1200000
Argentina,ARG,1979,15224808,950000,187000000,1380000,2828064,7970320,1200000
Argentina,ARG,1980,13830696,950000,158000000,2500000,3049213,6953023,1800000
Argentina,ARG,1981,14650497,950000,166000000,3900000,2964059,7120314,2100000
Argentina,ARG,1982,12363050,950000,150000000,4600000,2701386,6930307,2600000
Argentina,ARG,1983,11425610,930000,166000000,5600000,2376720,6337130,2900000
Argentina,ARG,1984,12221440,950000,173000000,6500000,2375535,6129367,3100000
Argentina,ARG,1985,14051000,950000,189000000,7100000,2215888,6085000,3500000
Argentina,ARG,1986,14488916,950000,210000000,7800000,2210539,5733451,3100000
Argentina,ARG,1987,12537800,950000,233000000,8580000,2646500,6023795,3100000
Argentina,ARG,1988,11860000,960000,200000000,7700000,2610500,5509776,2700000
Argentina,ARG,1989,12210000,960000,172000000,7400000,2023200,4957082,2700000
Argentina,ARG,1990,13423578,1000000,182000000,8240000,1707310,4989874,2800000
Argentina,ARG,1991,13818244,1020000,207900000,6063000,1752115,4653728,2252000
Argentina,ARG,1992,12823907,1050000,279800000,8159000,2103297,4733685,3031000
Argentina,ARG,1993,13216597,1113000,308300000,8200000,2431530,4793442,3000000
Argentina,ARG,1994,13200357,1194000,320000000,7500000,2503930,4758311,2900000
Argentina,ARG,1995,12857408,1100000,348200000,7000000,2428841,4177567,2800000
Argentina,ARG,1996,12916716,1100000,336700000,6500000,2135128,4203550,2700000
Argentina,ARG,1997,12794718,1100000,354400000,6500000,2029613,4346959,2700000
Argentina,ARG,1998,11280900,1348000,400200000,6500000,2322488,4228444,2700000
Argentina,ARG,1999,12145000,1364000,412200000,6800000,2697392,4487310,2800000
Argentina,ARG,2000,12400000,1364000,418100000,6800000,2742457,4590790,2800000
Argentina,ARG,2001,11584200,1365000,422500000,6800000,2615338,4610600,2800000
Argentina,ARG,2002,11499447,1400000,320000000,6850000,2234811,4648736,2850000
Argentina,ARG,2003,12506196,1450000,335000000,6900000,2001795,4780412,2855000
Argentina,ARG,2004,14295801,1450000,338339000,6900000,2148509,4063938,2855000
Argentina,ARG,2005,14251709,1450000,394384000,6900000,2470124,4873042,2855000
Argentina,ARG,2006,13418824,1450000,450429000,6900000,3057976,4474185,2900000
Argentina,ARG,2007,14955659,1500000,487559000,7000000,3200155,4451096,2950000
Argentina,ARG,2008,14660284,1500000,539490000,7000000,3156841,4140288,3211000
Argentina,ARG,2009,16053026,1500000,573327000,7000000,3339759,4403119,3500000
Argentina,ARG,2010,11882706,1500000,615699000,7000000,3234133,4059942,3550000
Argentina,ARG,2011,10865019,1500000,683019000,7000000,3443378,3485388,3600000
Argentina,ARG,2012,11428791,1530830,734646000,7073000,3818758,2958331,3575000
Argentina,ARG,2013,12625313,1573909,732463000,7230000,4805499,2974046,3573000
Argentina,ARG,2014,12100979,1269628,729244000,7228000,5110083,3166985,3631000
Argentina,ARG,2015,12156600,1288380,729929000,6918000,5502037,3155631,3580000
Argentina,ARG,2016,11720350,1112880,704023000,7043000,5986561,2507115,3611000
Argentina,ARG,2017,12616936,1095690,722119000,6807000,6425216,2492146,3654000
Argentina,ARG,2018,13452831,1142427,711460000,6715000,6778976,2481631,3682000
Argentina,ARG,2019,13924936,1187781,756949000,6688000,6854854,2669304,3715000
Argentina,ARG,2020,13991415,1114485,757488000,6667000,7006091,2648556,3743000
Argentina,ARG,2021,12987232,978596,741395000,6644000,7484270,2248378,3784000
Argentina,ARG,2022,13498733,909569,751692000,6622000,7666012,2008865,3750000
Armenia,ARM,1992,243900,6000,7250000,,208000,476000,
Armenia,ARM,1993,230000,3200,2450000,,56000,494000,
Armenia,ARM,1994,215000,2621,2750000,,76000,435000,
Armenia,ARM,1995,214000,2387,5450000,,59500,412000,
Armenia,ARM,1996,250000,2554,3800000,,70000,315000,
Armenia,ARM,1997,260000,3205,4000000,,67000,275000,
Armenia,ARM,1998,267000,3268,4300000,,89000,283000,
Armenia,ARM,1999,256212,5761,4200000,,101000,243840,
Armenia,ARM,2000,262095,6032,3100000,,113000,430000,
Armenia,ARM,2001,232400,6168,3300000,,105000,367800,
Armenia,ARM,2002,273000,6469,4000000,,125000,371979,
Armenia,ARM,2003,275000,6882,4500000,,142000,372000,
Armenia,ARM,2004,280000,6489,4100000,,105000,430000,
Armenia,ARM,2005,290000,6119,4500000,,116000,470000,
Armenia,ARM,2006,350000,5463,4700000,,175000,450000,
Armenia,ARM,2007,390000,5353,5400000,,165000,450000,
Armenia,ARM,2008,435000,4737,6600000,,92600,450000,
Armenia,ARM,2009,438500,3854,4800000,,89000,542700,
Armenia,ARM,2010,445000,3417,5200000,,101500,493000,
Armenia,ARM,2011,458000,3232,5400000,,116000,525000,
Armenia,ARM,2012,449000,3106,7900000,,117000,530000,
Armenia,ARM,2013,510000,3060,7800000,,155500,562500,
Armenia,ARM,2014,556244,3121,8400000,,200000,626731,
Armenia,ARM,2015,606000,3162,9100000,,216000,612500,
Armenia,ARM,2016,626829,2950,8476000,,245314,706216,
Armenia,ARM,2017,578771,2554,9929000,,203365,697288,
Armenia,ARM,2018,532621,1980,11333000,,207185,634426,
Armenia,ARM,2019,526213,1951,11425000,,174608,621939,
Armenia,ARM,2020,543631,2201,11609000,,188431,656110,
Armenia,ARM,2021,586927,2338,13452000,,164001,722222,
Armenia,ARM,2022,545718,2106,10964000,,189390,731357,
Asia,,1961,17861519,54626420,1182897000,4422000,65188726,62912126,159885000
Asia,,1962,18636609,55773713,1230111000,4779000,78254828,64501452,168068000
Asia,,1963,19204160,56652849,1308894000,4978000,113417249,66520352,180860000
Asia,,1964,19901951,58117595,1356681000,5033000,142090776,68032812,184679000
Asia,,1965,20346016,59610259,1450108000,5278000,161093847,70068549,193828000
Asia,,1966,20723313,61620022,1537957000,5697000,176017658,72941954,202498000
Asia,,1967,20997693,62584101,1667172000,6004000,179869016,73602124,205390000
Asia,,1968,21333217,63295515,1782436000,6537000,178139156,74648734,213405000
Asia,,1969,22489937,64629534,1914021000,7021000,174141864,76693625,221178000
Asia,,1970,23269921,65393305,2033382000,8175000,178116809,77907666,229900000
Asia,,1971,23339758,68504797,2156336000,9488000,203067042,79418107,237920000
Asia,,1972,23637518,70502801,2330128000,11397000,221586533,78854652,251784000
Asia,,1973,23726149,74127619,2469958000,12089000,225264995,80976816,265274000
Asia,,1974,25571975,75859330,2577418000,13802000,221941584,85093959,278179000
Asia,,1975,26128990,80578421,2681690000,15960000,220369492,90027341,277307000
Asia,,1976,26064466,81986357,2838583000,16711000,227281739,89758917,293962000
Asia,,1977,26864213,83805048,3021039000,18915000,230868829,94177738,307468000
Asia,,1978,27644344,87538702,3299739000,18994000,230119038,98702397,326465000
Asia,,1979,29289046,91201264,3544991000,18491000,262475920,97400329,353465000
Asia,,1980,28657666,94004587,3746707000,18711000,278724315,103715947,364011000
Asia,,1981,29344292,99334586,4002732000,19631000,273960561,111656538,380577000
Asia,,1982,30638046,100216398,4349179000,19693000,281423192,115290220,399851000
Asia,,1983,30966069,105543962,4654307000,22739000,291417211,117157167,412266000
Asia,,1984,32039029,108653125,4850426000,20552000,309148132,119448378,418116000
Asia,,1985,32076824,113086736,5052832000,19222000,334091079,117807974,435423000
Asia,,1986,34693783,117168173,5507865000,20563000,353195277,121132104,478363000
Asia,,1987,35103056,128642473,6014146000,23204000,361657920,124042309,533581000
Asia,,1988,35600486,132288780,6542772000,14958000,375777103,126908540,570255000
Asia,,1989,36567508,141517298,6724425000,15238000,396128304,134729630,585029000
Asia,,1990,36507093,148094329,7087369000,16010000,416249556,139853748,641608000
Asia,,1991,26142052,149969361,7772748000,17284000,424555395,136227916,743803000
Asia,,1992,34728786,157069596,8767647000,18982000,452050955,164829630,810190000
Asia,,1993,38120246,162656246,9789491000,21811000,468220866,173964149,974812000
Asia,,1994,42636512,168440429,10405893000,23415000,496109069,184329348,1073253000
Asia,,1995,44675761,182849634,11216929000,23642000,506347388,192288323,1235801000
Asia,,1996,46975745,175891504,11607619000,17002000,507335307,186617586,1288778000
Asia,,1997,53875601,189603150,12792402000,17206000,518183915,196006254,1393231000
Asia,,1998,56706337,202219264,12793067000,16974000,546272193,198978643,1506415000
Asia,,1999,56970854,215343789,13591791000,17868000,565700418,201502802,1803897000
Asia,,2000,58511316,215600205,14697186000,26548000,587115389,210063010,1728283000
Asia,,2001,59345791,215403440,15108202000,24177000,596429228,217688548,1779463000
Asia,,2002,60789854,215855396,16013725000,24732000,614602264,227692959,1745318000
Asia,,2003,63647956,231914162,16920533000,24075000,647491444,231442827,1816996000
Asia,,2004,66246288,252888647,16812537000,25175000,659543967,233953419,1856011000
Asia,,2005,67208621,264152858,17703670000,24858000,681928135,239401625,2021620000
Asia,,2006,69592079,260003603,18290323000,21211000,706222345,246098097,2013286000
Asia,,2007,71870638,262491968,19583584000,22491000,715677561,250428760,2165097000
Asia,,2008,72892790,268367822,20901262000,21352000,741759253,246084796,2304622000
Asia,,2009,71484129,282803549,22098061000,19779000,768175178,241027816,2327277000
Asia,,2010,72717696,285293477,22922801000,20158000,822498854,243652076,2414327000
Asia,,2011,73074113,285219663,23776145000,20572000,816321069,243753589,2510464000
Asia,,2012,74274195,289189658,25155321000,21581000,856488914,246756997,2621326000
Asia,,2013,74653017,312898165,25298894000,20089000,879420157,255343833,2601422000
Asia,,2014,78184492,321747696,26050429000,21763000,898601823,266248944,2527801000
Asia,,2015,78065585,330190947,27132688000,23407000,894673046,274763437,2642372000
Asia,,2016,79699917,339698544,28008164000,21190000,874088155,281406430,2720027000
Asia,,2017,81375632,327274859,30634291000,21759000,876219785,303998662,2821023000
Asia,,2018,82583179,326049108,31231952000,22772000,860082244,308572123,2858936000
Asia,,2019,86984651,334546325,32138000000,24175000,702534833,314978611,2856249000
Asia,,2020,91043889,341708531,32713143000,24601000,618449568,332464818,2896856000
Asia,,2021,93055666,349141676,32841174000,24955000,756475417,352671722,2920939000
